Date,Afdis,BAT,Delta,Econet,Innscor,Lafarge,Old Mutual,PPC,Hwange,RioZim
10/13/2011,0.14,1.75,0.68,3.8,0.57,0.7,1.51,2.5,0.52,0.57
10/14/2011,0.14,1.75,0.68,3.75,0.57,0.65,1.51,2.35,0.52,0.57
10/17/2011,0.14,1.75,0.68,3.7,0.57,0.65,1.5,2.35,0.51,0.57
10/18/2011,0.14,1.75,0.66,3.7,0.55,0.65,1.5,2.35,0.51,0.55
10/19/2011,0.14,1.75,0.66,3.7,0.55,0.65,1.49,2.35,0.51,0.55
10/20/2011,0.14,1.75,0.66,3.7,0.55,0.65,1.49,2.35,0.51,0.55
10/21/2011,0.15,1.7,0.68,3.74,0.55,0.65,1.5,2.35,0.51,0.5
10/24/2011,0.15,1.7,0.68,3.7,0.54,0.65,1.51,2.35,0.51,0.5
10/25/2011,0.15,1.7,0.7,3.7,0.54,0.65,1.51,2.25,0.51,0.5
10/26/2011,0.15,1.69,0.71,3.7,0.54,0.65,1.51,2.25,0.51,0.5
10/27/2011,0.15,1.69,0.7,3.68,0.54,0.7,1.5,2.1,0.5,0.5
10/28/2011,0.15,1.69,0.7,3.7,0.54,0.7,1.49,2.1,0.5,0.5
10/31/2011,0.14,1.69,0.7,3.7,0.54,0.7,1.49,2.1,0.5,0.5
11/1/2011,0.14,1.69,0.71,3.7,0.54,0.7,1.49,2.13,0.5,0.5
11/2/2011,0.14,1.69,0.72,3.7,0.53,0.7,1.44,2.1,0.49,0.5
11/3/2011,0.14,1.69,0.74,3.65,0.53,0.7,1.45,2.18,0.49,0.5
11/4/2011,0.14,1.69,0.75,3.7,0.53,0.7,1.44,2.2,0.46,0.5
11/7/2011,0.14,1.69,0.76,3.65,0.54,0.7,1.44,2.2,0.49,0.5
11/8/2011,0.14,1.69,0.73,3.69,0.54,0.7,1.43,2.2,0.46,0.5
11/9/2011,0.14,1.69,0.71,3.7,0.55,0.7,1.43,2.2,0.46,0.5
11/10/2011,0.14,1.55,0.75,3.7,0.55,0.7,1.43,2.2,0.45,0.5
11/11/2011,0.14,1.6,0.75,3.7,0.57,0.7,1.38,2.1,0.45,0.5
11/14/2011,0.14,1.62,0.75,3.65,0.58,0.7,1.38,2.1,0.45,0.5
11/15/2011,0.14,1.62,0.75,3.7,0.58,0.7,1.38,2.1,0.45,0.5
11/16/2011,0.14,1.62,0.74,3.7,0.55,0.7,1.38,2.07,0.45,0.5
11/17/2011,0.14,1.62,0.73,3.7,0.55,0.7,1.38,2.1,0.45,0.5
11/18/2011,0.14,1.62,0.73,3.75,0.55,0.7,1.38,2,0.45,0.45
11/21/2011,0.14,1.62,0.72,3.75,0.55,0.7,1.37,2,0.45,0.45
11/22/2011,0.14,1.62,0.72,3.75,0.53,0.7,1.35,2,0.45,0.45
11/23/2011,0.14,1.62,0.72,3.85,0.53,0.7,1.33,2,0.45,0.45
11/24/2011,0.14,1.62,0.72,3.9,0.53,0.7,1.26,2,0.45,0.5
11/25/2011,0.14,1.62,0.72,4,0.54,0.7,1.26,2,0.44,0.5
11/28/2011,0.14,1.62,0.72,4,0.54,0.7,1.26,2,0.45,0.5
11/29/2011,0.14,1.62,0.72,4,0.56,0.7,1.26,2,0.44,0.5
11/30/2011,0.14,1.62,0.72,3.8,0.56,0.7,1.37,2,0.44,0.5
12/1/2011,0.14,1.62,0.72,4.2,0.56,0.7,1.37,2,0.44,0.5
12/2/2011,0.14,1.62,0.72,4.2,0.56,0.7,1.37,2,0.44,0.5
12/5/2011,0.14,1.62,0.72,4.2,0.57,0.7,1.33,2.06,0.44,0.5
12/6/2011,0.14,1.62,0.72,4,0.57,0.7,1.27,2.06,0.44,0.45
12/7/2011,0.14,1.62,0.72,4,0.57,0.7,1.27,2.06,0.44,0.45
12/8/2011,0.14,1.6,0.72,4,0.57,0.7,1.28,2.06,0.33,0.45
12/9/2011,0.14,1.6,0.72,4,0.56,0.7,1.27,2.06,0.32,0.34
12/12/2011,0.14,1.55,0.72,4,0.54,0.7,1.26,2.1,0.31,0.3
12/13/2011,0.1,1.55,0.71,4,0.54,0.7,1.2,2.1,0.3,0.31
12/14/2011,0.1,1.55,0.7,4,0.54,0.7,1.2,2.1,0.3,0.31
12/15/2011,0.1,1.55,0.7,4,0.53,0.7,1.28,2.1,0.3,0.28
12/16/2011,0.1,1.55,0.7,4,0.53,0.7,1.33,2.1,0.3,0.3
12/19/2011,0.11,1.55,0.7,4,0.53,0.7,1.38,2.1,0.3,0.3
12/20/2011,0.11,1.55,0.7,4,0.54,0.7,1.43,2.1,0.3,0.35
12/21/2011,0.11,1.55,0.7,4,0.54,0.7,1.49,2.1,0.3,0.35
12/23/2011,0.11,1.55,0.7,3.95,0.54,0.7,1.49,2.1,0.3,0.35
12/28/2011,0.11,1.55,0.7,3.95,0.54,0.7,1.49,2.1,0.3,0.35
12/29/2011,0.11,1.55,0.7,4,0.55,0.7,1.49,2.1,0.4,0.35
12/30/2011,0.11,1.55,0.7,4,0.55,0.7,1.49,2.1,0.4,0.35
1/3/2012,0.11,1.55,0.7,4,0.54,0.7,1.49,2.1,0.4,0.35
1/4/2012,0.11,1.55,0.7,4,0.54,0.7,1.49,2.1,0.4,0.3
1/5/2012,0.11,1.55,0.69,4,0.54,0.7,1.37,2.1,0.3,0.3
1/6/2012,0.11,1.55,0.69,4,0.55,0.7,1.31,2.1,0.3,0.3
1/9/2012,0.11,1.55,0.69,3.95,0.55,0.7,1.31,2.1,0.3,0.3
1/10/2012,0.11,1.55,0.69,3.95,0.55,0.7,1.43,2.1,0.28,0.3
1/11/2012,0.11,1.55,0.69,3.95,0.56,0.7,1.47,2.1,0.3,0.3
1/12/2012,0.11,1.55,0.7,3.85,0.56,0.7,1.47,2.1,0.3,0.3
1/13/2012,0.11,1.55,0.7,3.84,0.57,0.7,1.49,1.9,0.3,0.35
1/16/2012,0.12,1.55,0.7,3.8,0.59,0.7,1.53,1.92,0.28,0.3
1/17/2012,0.11,1.55,0.7,3.8,0.6,0.7,1.54,1.95,0.28,0.3
1/18/2012,0.11,1.55,0.7,3.7,0.6,0.6,1.55,1.97,0.28,0.3
1/19/2012,0.11,1.6,0.7,3.65,0.6,0.6,1.6,2.02,0.3,0.3
1/20/2012,0.11,1.55,0.7,3.6,0.6,0.6,1.61,2.05,0.3,0.3
1/23/2012,0.11,1.6,0.7,3.7,0.6,0.6,1.73,2.06,0.3,0.3
1/24/2012,0.11,1.6,0.69,3.7,0.6,0.6,1.65,2.06,0.28,0.3
1/25/2012,0.11,1.55,0.69,3.7,0.56,0.6,1.67,2.07,0.28,0.3
1/26/2012,0.11,1.55,0.69,3.7,0.56,0.6,1.71,2.07,0.28,0.3
1/27/2012,0.11,1.55,0.68,3.7,0.55,0.6,1.78,2.05,0.28,0.3
1/30/2012,0.11,1.6,0.68,3.7,0.56,0.6,1.77,2.05,0.28,0.3
1/31/2012,0.11,1.6,0.68,3.7,0.56,0.6,1.83,2.05,0.28,0.25
2/1/2012,0.11,1.6,0.68,3.7,0.56,0.6,1.89,2.05,0.28,0.3
2/2/2012,0.11,1.6,0.69,3.7,0.56,0.6,1.89,2.09,0.27,0.35
2/3/2012,0.11,1.6,0.69,3.7,0.56,0.65,1.89,2.11,0.29,0.4
2/6/2012,0.11,1.6,0.69,3.7,0.57,0.65,1.9,2.11,0.28,0.4
2/7/2012,0.11,1.6,0.7,3.65,0.57,0.65,1.94,2.15,0.28,0.4
2/8/2012,0.12,1.6,0.7,3.7,0.57,0.65,2,2.15,0.28,0.4
2/9/2012,0.12,1.65,0.69,3.7,0.58,0.7,2,2.16,0.28,0.4
2/10/2012,0.11,1.7,0.7,3.75,0.59,0.7,2.01,2.4,0.28,0.4
2/13/2012,0.11,1.7,0.7,3.75,0.59,0.7,2.01,2.4,0.28,0.5
2/14/2012,0.11,1.7,0.7,3.8,0.6,0.7,2.01,2.3,0.28,0.5
2/15/2012,0.11,1.7,0.7,3.8,0.62,0.7,2.01,2.3,0.28,0.5
2/16/2012,0.13,1.7,0.7,3.79,0.63,0.7,2.01,2.5,0.28,0.5
2/17/2012,0.13,1.75,0.7,3.82,0.64,0.7,1.94,2.5,0.35,0.5
2/20/2012,0.13,1.8,0.7,3.86,0.64,0.7,1.95,2.3,0.35,0.55
2/21/2012,0.13,1.8,0.7,3.86,0.63,0.7,2,2.6,0.32,0.55
2/22/2012,0.13,1.8,0.7,3.88,0.62,0.7,2,2.6,0.3,0.57
2/23/2012,0.12,1.81,0.7,3.88,0.62,0.7,2,2.61,0.3,0.6
2/24/2012,0.12,1.81,0.7,3.9,0.6,0.7,2,2.7,0.3,0.6
2/27/2012,0.12,1.81,0.71,3.91,0.6,0.7,2,2.7,0.3,0.6
2/28/2012,0.12,1.8,0.72,4,0.59,0.7,2,2.7,0.3,0.6
2/29/2012,0.12,1.8,0.7,4,0.6,0.7,1.95,2.7,0.3,0.6
3/1/2012,0.12,1.8,0.7,3.91,0.6,0.7,1.95,2.7,0.3,0.5
3/2/2012,0.12,1.8,0.69,3.9,0.6,0.7,1.94,2.7,0.3,0.5
3/5/2012,0.12,1.8,0.7,3.9,0.6,0.6,1.95,2.7,0.31,0.5
3/6/2012,0.13,1.85,0.7,3.9,0.61,0.6,1.95,2.7,0.31,0.5
3/7/2012,0.13,1.83,0.7,3.9,0.61,0.6,1.95,2.7,0.3,0.5
3/8/2012,0.13,1.83,0.7,3.9,0.61,0.6,1.95,2.7,0.3,0.5
3/9/2012,0.13,1.83,0.7,3.9,0.61,0.6,1.95,2.6,0.3,0.5
3/12/2012,0.13,1.8,0.7,3.9,0.61,0.6,1.94,2.65,0.3,0.5
3/13/2012,0.13,1.8,0.7,3.9,0.6,0.6,1.93,2.65,0.28,0.47
3/14/2012,0.13,1.78,0.7,3.9,0.59,0.6,1.89,2.65,0.27,0.47
3/15/2012,0.13,1.78,0.68,3.9,0.58,0.6,1.89,2.65,0.27,0.45
3/16/2012,0.13,1.78,0.68,3.9,0.59,0.61,1.89,2.65,0.27,0.45
3/19/2012,0.13,1.78,0.68,3.9,0.59,0.61,1.89,2.65,0.27,0.45
3/20/2012,0.13,1.8,0.68,3.9,0.59,0.65,1.89,2.65,0.27,0.45
3/21/2012,0.13,1.8,0.68,3.9,0.59,0.65,1.89,2.65,0.27,0.45
3/22/2012,0.13,1.8,0.7,3.85,0.58,0.65,1.89,2.65,0.27,0.45
3/23/2012,0.13,1.8,0.7,3.85,0.58,0.71,1.89,2.6,0.27,0.45
3/26/2012,0.13,1.8,0.7,3.83,0.58,0.71,1.89,2.6,0.27,0.5
3/27/2012,0.13,1.8,0.69,3.8,0.58,0.71,1.89,2.55,0.27,0.51
3/28/2012,0.13,1.8,0.68,3.75,0.58,0.71,1.89,2.55,0.27,0.5
3/29/2012,0.13,1.8,0.66,3.8,0.58,0.71,1.9,2.5,0.27,0.5
3/30/2012,0.13,1.8,0.68,3.8,0.58,0.71,1.94,2.45,0.27,0.5
4/2/2012,0.13,1.8,0.68,3.8,0.58,0.71,1.94,2.45,0.27,0.5
4/3/2012,0.13,1.8,0.67,3.8,0.58,0.71,1.94,2.4,0.27,0.5
4/4/2012,0.13,1.85,0.67,3.85,0.58,0.71,1.94,2.4,0.27,0.55
4/5/2012,0.13,1.85,0.68,3.8,0.57,0.71,1.97,2.4,0.27,0.6
4/10/2012,0.13,1.85,0.68,3.85,0.58,0.71,1.97,2.4,0.27,0.58
4/11/2012,0.13,1.9,0.68,3.8,0.58,0.71,1.97,2.4,0.27,0.58
4/12/2012,0.13,1.9,0.68,3.75,0.58,0.71,1.97,2.5,0.27,0.58
4/13/2012,0.13,1.9,0.68,3.8,0.58,0.71,2.01,2.5,0.27,0.58
4/16/2012,0.13,1.9,0.68,3.8,0.58,0.6,2.01,2.51,0.27,0.58
4/17/2012,0.13,1.95,0.68,3.75,0.57,0.6,1.76,2.51,0.27,0.58
4/19/2012,0.13,1.95,0.69,3.75,0.57,0.6,1.76,2.6,0.27,0.55
4/20/2012,0.13,1.96,0.7,3.75,0.56,0.6,1.76,2.6,0.27,0.55
4/23/2012,0.12,1.96,0.7,3.75,0.56,0.6,1.76,2.61,0.27,0.58
4/24/2012,0.12,1.97,0.69,3.74,0.56,0.6,1.55,2.61,0.27,0.55
4/25/2012,0.12,2.15,0.68,3.7,0.56,0.6,1.55,2.6,0.3,0.55
4/26/2012,0.12,2.15,0.68,3.7,0.56,0.6,1.55,2.6,0.3,0.58
4/27/2012,0.12,2.15,0.68,3.76,0.56,0.6,1.55,2.6,0.3,0.58
4/30/2012,0.12,2.15,0.68,3.79,0.55,0.6,1.55,2.6,0.29,0.59
5/2/2012,0.12,2.01,0.68,3.85,0.54,0.6,1.54,2.61,0.29,0.59
5/3/2012,0.12,2.01,0.7,3.85,0.54,0.6,1.5,2.61,0.29,0.56
5/4/2012,0.12,2.01,0.69,3.9,0.54,0.6,1.5,2.6,0.27,0.56
5/7/2012,0.12,2.01,0.7,4,0.54,0.6,1.5,2.6,0.27,0.56
5/8/2012,0.1,2.05,0.7,4,0.53,0.6,1.41,2.6,0.27,0.56
5/9/2012,0.1,2.06,0.7,4,0.53,0.6,1.42,2.6,0.26,0.56
5/10/2012,0.1,2.1,0.7,4,0.53,0.6,1.42,2.6,0.26,0.56
5/11/2012,0.1,2.15,0.7,4.05,0.53,0.6,1.44,2.6,0.26,0.53
5/14/2012,0.1,2.2,0.7,4.06,0.54,0.5,1.44,2.6,0.26,0.5
5/15/2012,0.1,2.25,0.7,4.06,0.54,0.5,1.44,2.6,0.26,0.49
5/16/2012,0.1,2.4,0.7,4.1,0.54,0.5,1.44,2.6,0.26,0.49
5/17/2012,0.1,2.4,0.7,4.2,0.54,0.5,1.44,2.6,0.26,0.49
5/18/2012,0.1,2.4,0.7,4.2,0.55,0.5,1.45,2.6,0.25,0.49
5/21/2012,0.1,2.4,0.7,4.2,0.58,0.5,1.45,2.6,0.26,0.49
5/22/2012,0.11,2.4,0.7,4.2,0.61,0.52,1.45,2.6,0.25,0.49
5/23/2012,0.11,2.4,0.7,4.2,0.61,0.52,1.45,2.6,0.26,0.5
5/24/2012,0.11,2.4,0.7,4.2,0.6,0.52,1.45,2.6,0.26,0.5
5/28/2012,0.11,2.4,0.69,4.2,0.6,0.57,1.45,2.6,0.26,0.5
5/29/2012,0.11,2.4,0.69,4.14,0.6,0.57,1.45,2.6,0.26,0.5
5/30/2012,0.11,2.4,0.69,4.2,0.58,0.62,1.45,2.6,0.25,0.5
5/31/2012,0.12,2.4,0.69,4.2,0.57,0.62,1.45,2.6,0.25,0.5
6/1/2012,0.12,2.4,0.68,4.2,0.57,0.62,1.46,2.6,0.25,0.5
6/4/2012,0.12,2.4,0.68,4.1,0.57,0.62,1.46,2.6,0.25,0.48
6/5/2012,0.12,2.4,0.68,4.15,0.57,0.62,1.46,2.6,0.25,0.45
6/6/2012,0.12,2.4,0.68,4.1,0.57,0.62,1.46,2.6,0.25,0.45
6/7/2012,0.12,2.4,0.67,4.12,0.57,0.59,1.47,2.6,0.25,0.45
6/8/2012,0.12,2.4,0.67,4.2,0.57,0.59,1.48,2.6,0.25,0.45
6/11/2012,0.11,2.4,0.67,4.2,0.57,0.59,1.51,2.6,0.25,0.45
6/12/2012,0.11,2.4,0.66,4.2,0.57,0.59,1.51,2.6,0.25,0.45
6/13/2012,0.11,2.4,0.65,4.2,0.57,0.59,1.51,2.6,0.25,0.45
6/14/2012,0.11,2.6,0.65,4.2,0.57,0.59,1.51,2.6,0.25,0.4
6/15/2012,0.11,2.6,0.65,4.16,0.57,0.59,1.51,2.6,0.25,0.4
6/18/2012,0.11,2.6,0.65,4.16,0.57,0.59,1.53,2.6,0.25,0.4
6/19/2012,0.11,2.63,0.65,4.16,0.56,0.59,1.55,2.6,0.25,0.4
6/20/2012,0.11,2.63,0.65,4.16,0.55,0.59,1.55,2.6,0.25,0.4
6/21/2012,0.12,2.63,0.65,4.16,0.55,0.53,1.57,2.6,0.25,0.4
6/22/2012,0.12,2.63,0.65,4.16,0.55,0.53,1.57,2.55,0.25,0.4
6/25/2012,0.12,2.63,0.65,4.16,0.55,0.53,1.57,2.55,0.25,0.31
6/26/2012,0.12,2.63,0.65,4.2,0.55,0.53,1.57,2.55,0.25,0.29
6/27/2012,0.11,2.63,0.65,4.2,0.54,0.53,1.57,2.55,0.25,0.3
6/28/2012,0.11,2.63,0.65,4.25,0.54,0.53,1.57,2.55,0.25,0.3
6/29/2012,0.11,2.63,0.65,4.3,0.54,0.53,1.57,2.55,0.23,0.3
7/2/2012,0.11,2.63,0.65,4.3,0.54,0.53,1.66,2.55,0.23,0.3
7/3/2012,0.11,2.63,0.65,4.3,0.54,0.53,1.66,2.4,0.23,0.3
7/4/2012,0.11,2.63,0.66,4.3,0.55,0.5,1.65,2.4,0.23,0.3
7/5/2012,0.11,2.63,0.66,4.3,0.55,0.5,1.65,2.25,0.23,0.3
7/6/2012,0.11,2.63,0.66,4.3,0.56,0.5,1.65,2.25,0.23,0.32
7/9/2012,0.11,2.63,0.66,4.3,0.56,0.5,1.65,2.25,0.23,0.32
7/10/2012,0.11,2.63,0.66,4.3,0.56,0.5,1.65,2.25,0.23,0.35
7/11/2012,0.11,2.7,0.66,4.28,0.56,0.5,1.65,2.25,0.23,0.4
7/12/2012,0.11,2.7,0.66,4.28,0.56,0.5,1.6,2.25,0.23,0.4
7/13/2012,0.11,2.7,0.66,4.2,0.56,0.45,1.6,2.03,0.23,0.4
7/16/2012,0.11,2.7,0.66,4.2,0.56,0.5,1.59,2.03,0.23,0.4
7/17/2012,0.11,2.7,0.66,4.23,0.56,0.47,1.57,2.05,0.23,0.4
7/18/2012,0.11,2.7,0.67,4.23,0.56,0.47,1.57,2.06,0.23,0.4
7/19/2012,0.11,2.7,0.68,4.23,0.56,0.47,1.57,2.1,0.23,0.4
7/20/2012,0.11,2.7,0.68,4.25,0.57,0.47,1.57,2.1,0.23,0.47
7/23/2012,0.11,2.7,0.68,4.25,0.58,0.47,1.57,2.1,0.23,0.5
7/24/2012,0.11,2.7,0.68,4.25,0.58,0.47,1.55,2.11,0.23,0.5
7/25/2012,0.11,2.7,0.68,4.25,0.58,0.47,1.55,2.16,0.23,0.55
7/26/2012,0.11,2.7,0.68,4.25,0.58,0.47,1.55,2.16,0.23,0.55
7/27/2012,0.11,2.75,0.68,4.28,0.59,0.47,1.55,2.16,0.23,0.57
7/30/2012,0.11,2.75,0.68,4.28,0.59,0.47,1.55,2.16,0.23,0.6
7/31/2012,0.11,2.9,0.68,4.29,0.59,0.47,1.55,2.16,0.23,0.6
8/1/2012,0.12,2.9,0.68,4.29,0.58,0.47,1.55,2.17,0.23,0.6
8/2/2012,0.12,2.9,0.68,4.29,0.58,0.51,1.55,2.17,0.23,0.57
8/3/2012,0.12,2.9,0.68,4.29,0.58,0.51,1.56,2.17,0.23,0.57
8/6/2012,0.12,3,0.68,4.29,0.58,0.55,1.55,2.17,0.22,0.57
8/7/2012,0.12,3,0.68,4.27,0.58,0.55,1.55,2.17,0.22,0.57
8/8/2012,0.12,3.1,0.68,4.26,0.58,0.55,1.55,2.17,0.22,0.49
8/9/2012,0.12,3.1,0.68,4.2,0.56,0.55,1.55,2.17,0.22,0.5
8/10/2012,0.12,3.15,0.68,4.18,0.56,0.55,1.55,2.17,0.22,0.5
8/15/2012,0.12,3.15,0.68,4.18,0.56,0.55,1.55,2.17,0.22,0.5
8/16/2012,0.12,3.2,0.68,4.18,0.56,0.55,1.5,2.17,0.22,0.5
8/17/2012,0.12,3.3,0.68,4.15,0.56,0.55,1.5,2.17,0.22,0.5
8/20/2012,0.12,3.3,0.68,4.15,0.55,0.54,1.5,2.18,0.22,0.5
8/21/2012,0.13,3.3,0.68,4.15,0.54,0.54,1.5,2.2,0.22,0.5
8/22/2012,0.13,3.3,0.68,4.15,0.54,0.54,1.5,2.2,0.22,0.5
8/23/2012,0.13,3.3,0.68,4.15,0.54,0.54,1.5,2.2,0.22,0.5
8/24/2012,0.13,3.3,0.68,4.15,0.54,0.54,1.5,2.2,0.22,0.5
8/27/2012,0.14,3.3,0.68,4.15,0.54,0.54,1.51,2.21,0.22,0.5
8/28/2012,0.15,3.3,0.69,4.15,0.54,0.54,1.55,2.21,0.22,0.5
8/29/2012,0.15,3.3,0.7,4.18,0.54,0.54,1.55,2.25,0.22,0.5
8/30/2012,0.16,3.3,0.7,4.18,0.55,0.54,1.57,2.3,0.22,0.5
8/31/2012,0.15,3.3,0.71,4.18,0.55,0.54,1.57,2.3,0.22,0.5
9/3/2012,0.15,3.3,0.71,4.2,0.55,0.54,1.56,2.3,0.22,0.5
9/4/2012,0.15,3.3,0.76,4.2,0.57,0.54,1.56,2.3,0.22,0.5
9/5/2012,0.15,3.3,0.76,4.25,0.57,0.54,1.56,2.3,0.22,0.5
9/6/2012,0.15,3.3,0.75,4.25,0.59,0.54,1.56,2.3,0.22,0.5
9/7/2012,0.16,3.3,0.75,4.25,0.6,0.54,1.56,2.3,0.22,0.5
9/10/2012,0.16,3.4,0.75,4.25,0.6,0.54,1.6,2.3,0.22,0.5
9/11/2012,0.16,3.5,0.75,4.25,0.62,0.54,1.65,2.3,0.21,0.5
9/12/2012,0.16,3.65,0.75,4.3,0.65,0.54,1.65,2.3,0.21,0.5
9/13/2012,0.16,3.65,0.75,4.3,0.65,0.54,1.65,2.3,0.21,0.51
9/14/2012,0.16,3.65,0.75,4.3,0.65,0.75,1.66,2.3,0.21,0.51
9/17/2012,0.16,3.65,0.75,4.3,0.7,0.8,1.66,2.3,0.21,0.51
9/18/2012,0.16,3.85,0.75,4.3,0.7,0.82,1.7,2.35,0.2,0.51
9/19/2012,0.17,4,0.75,4.3,0.66,0.82,1.7,2.3,0.2,0.51
9/20/2012,0.17,4,0.75,4.35,0.66,0.83,1.7,2.3,0.2,0.51
9/21/2012,0.17,4,0.75,4.35,0.66,0.83,1.71,2.4,0.2,0.56
9/24/2012,0.17,4,0.75,4.35,0.66,0.83,1.7,2.35,0.2,0.56
9/25/2012,0.17,4.1,0.75,4.35,0.66,0.83,1.7,2.35,0.2,0.64
9/26/2012,0.18,4.2,0.75,4.35,0.66,0.83,1.7,2.35,0.19,0.67
9/27/2012,0.19,4.35,0.76,4.37,0.67,0.9,1.7,2.35,0.19,0.66
9/28/2012,0.19,4.35,0.78,4.41,0.67,0.9,1.73,2.35,0.19,0.66
10/1/2012,0.19,4.35,0.8,4.41,0.68,0.9,1.73,2.35,0.19,0.66
10/2/2012,0.21,4.45,0.81,4.41,0.7,0.9,1.74,2.35,0.19,0.66
10/3/2012,0.21,4.45,0.81,4.5,0.7,0.9,1.76,2.35,0.18,0.6
10/4/2012,0.21,4.47,0.83,4.55,0.71,0.9,1.76,2.4,0.18,0.61
10/5/2012,0.21,4.47,0.84,4.75,0.72,0.9,1.76,2.4,0.18,0.61
10/8/2012,0.21,4.47,0.85,4.75,0.72,0.8,1.76,2.4,0.18,0.63
10/9/2012,0.21,4.45,0.85,4.75,0.73,0.85,1.75,2.4,0.18,0.65
10/10/2012,0.21,4.45,0.85,4.75,0.74,0.85,1.7,2.45,0.18,0.66
10/11/2012,0.21,4.45,0.85,4.8,0.75,0.85,1.62,2.4,0.18,0.66
10/12/2012,0.21,4.45,0.88,4.8,0.76,0.85,1.62,2.4,0.18,0.66
10/15/2012,0.21,4.45,0.88,4.85,0.76,0.85,1.62,2.4,0.18,0.62
10/16/2012,0.21,4.45,0.88,4.85,0.77,0.85,1.65,2.4,0.18,0.62
10/17/2012,0.18,4.45,0.88,4.88,0.78,0.85,1.65,2.4,0.18,0.6
